log_date,reg,depot,vehicle_type,status,utilised,drops_in,drops_out,job_reference,route,start_time,end_time,drivers_mate
2026-09-20,SA22GKH,Exeter,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA23KXY,Exeter,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA24SGK,Exeter,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA25VWR,Exeter,18 Tonne,Out for Delivery,1,2,18,AO831171,146,06:30,16:35,
2026-09-20,SA19UUP,Exeter,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA23GVU,Exeter,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA19NLA,Exeter,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA23ALA,Exeter,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA19OYK,Exeter,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA24KOK,Coventry,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA22YJZ,Coventry,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA22BHS,Coventry,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA24SEK,Coventry,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA22XYU,Coventry,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA24TRA,Coventry,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA20EMJ,Coventry,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA22XTZ,Coventry,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA25JMV,Coventry,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA23OFT,Coventry,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA24MFS,Coventry,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA24NEL,Potters-Bar,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA21ERL,Potters-Bar,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA25UXF,Potters-Bar,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA25BTB,Potters-Bar,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA20YDC,Potters-Bar,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA19EXF,Potters-Bar,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA25CLX,Potters-Bar,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA22PGP,Potters-Bar,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA21KZG,Potters-Bar,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA19TOJ,Potters-Bar,18 Tonne,Out for Delivery,1,0,8,AO655760,149,08:15,15:50,Sample Mate 091
2026-09-20,SA21ZLW,Potters-Bar,18 Tonne,Out for Delivery,1,4,19,AO512101,118,05:30,15:35,
2026-09-20,SA23TER,Gravesend,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA24GBN,Gravesend,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA19YVJ,Gravesend,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA24PTO,Gravesend,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA22SAD,Gravesend,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA20LGB,Gravesend,18 Tonne,VOR,0,0,0,,,,,
2026-09-20,SA22DNE,Gravesend,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA24OLT,Gravesend,18 Tonne,Out for Delivery,1,4,12,AO849236,113,07:15,16:20,
2026-09-20,SA19JZN,Gravesend,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA22MOL,Gravesend,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA25MPS,Gravesend,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA23OPY,Yaxley,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA20ATG,Yaxley,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA23MME,Yaxley,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA21TSL,Yaxley,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA21FDE,Yaxley,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA25LMC,Yaxley,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA20HEP,Yaxley,18 Tonne,Out for Delivery,1,1,14,AO301678,125,05:45,15:50,Sample Mate 059
2026-09-20,SA24BEW,Yaxley,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA22FUD,Yaxley,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA19XKR,Yaxley,18 Tonne,VOR,0,0,0,,,,,
2026-09-20,SA20CLC,Luton,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA21YYZ,Luton,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA20PTN,Luton,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA19ZVG,Luton,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA23DMW,Luton,18 Tonne,Out for Delivery,1,2,21,AO495035,188,06:00,15:20,Sample Mate 063
2026-09-20,SA25NDT,Luton,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA19MLK,Luton,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA22DYV,Luton,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA25NUR,Luton,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA23XJU,Luton,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA21XEB,Newport,18 Tonne,VOR,0,0,0,,,,,
2026-09-20,SA22FFM,Newport,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA21EKH,Newport,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA22ULC,Newport,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA24AVF,Newport,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA23SWN,Newport,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA23UCW,Newport,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA23GLU,Newport,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA24LHH,Newport,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA21DOM,Newport,18 Tonne,VOR,0,0,0,,,,,
2026-09-20,SA20AGS,Spennymoor,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA20MVR,Spennymoor,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA24GNS,Spennymoor,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA19PVX,Spennymoor,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA21FCG,Spennymoor,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA21FTL,Spennymoor,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA22XNK,Spennymoor,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA21JCW,Spennymoor,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA25AYD,Spennymoor,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA21PLX,Spennymoor,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA21VDP,Dundee,18 Tonne,Out for Delivery,1,0,12,AO756504,115,07:00,18:50,Sample Mate 109
2026-09-20,SA19PXJ,Dundee,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA19ERR,Dundee,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA25MCD,Dundee,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA23BFC,Dundee,18 Tonne,Out for Delivery,1,2,18,AO547512,138,08:45,17:05,
2026-09-20,SA20ENJ,Dundee,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA24GLE,Dundee,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA23XPJ,Dundee,18 Tonne,VOR,0,0,0,,,,,
2026-09-20,SA23HRO,Dundee,18 Tonne,Out for Delivery,1,0,20,AO157198,168,06:00,14:05,
2026-09-20,SA23MCX,Crawley,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA24COE,Crawley,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA23RVC,Crawley,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA25SCH,Crawley,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA22MSZ,Crawley,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA21NSP,Crawley,18 Tonne,VOR,0,0,0,,,,,
2026-09-20,SA19EWH,Crawley,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA22YNN,Crawley,18 Tonne,VOR,0,0,0,,,,,
2026-09-20,SA23PKA,Heywood,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA23EAU,Heywood,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA20NON,Heywood,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA21GLB,Heywood,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA21FTY,Heywood,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA23ENV,Heywood,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA24OWT,Heywood,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA22UPK,Heywood,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA19SVY,Larkhall,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA22NUC,Larkhall,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA24TVA,Larkhall,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA21EVZ,Larkhall,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA24BKV,Larkhall,18 Tonne,VOR,0,0,0,,,,,
2026-09-20,SA20BEY,Larkhall,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA19YXV,Larkhall,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA20VUH,Basildon,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA25LMD,Basildon,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA25PEK,Basildon,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA25ZHN,Basildon,18 Tonne,Out for Delivery,1,0,17,AO481700,170,07:30,15:50,
2026-09-20,SA19DJO,Basildon,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA21ZCU,Basildon,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA23UKX,Outside HDV Network,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA20WMN,Outside HDV Network,18 Tonne,Out for Delivery,1,4,13,AO122269,119,07:15,17:20,Sample Mate 031
2026-09-20,SA24KCG,Outside HDV Network,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA25FFS,Outside HDV Network,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA21PEF,Fareham,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA25OVW,Fareham,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA23DDN,Fareham,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA19SJE,Fareham,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA24RVO,Avonmouth,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA24VGC,Avonmouth,18 Tonne,VOR,0,0,0,,,,,
2026-09-20,SA25VME,Avonmouth,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA24SFH,Crewe,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA19DVW,Crewe,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA20KZF,Crewe,18 Tonne,Out for Delivery,1,3,10,AO352594,174,05:00,14:35,
2026-09-20,SA23BLN,Crewe,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA25FGJ,Crewe,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA20UPV,Crewe,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA24ZLC,Crewe,18 Tonne,Out for Delivery,1,0,14,AO819132,175,06:00,13:35,
2026-09-20,SA22PRW,Crewe,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA22XEG,Crewe,18 Tonne,Out for Delivery,1,3,8,AO105042,186,06:30,17:20,Sample Mate 017
2026-09-20,SA21TGN,Crewe,18 Tonne,Out for Delivery,1,1,9,AO193417,144,06:45,15:05,Sample Mate 081
2026-09-20,SA21VES,Crewe,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA19OJB,Crewe,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA21WRZ,Crewe,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA24GMA,Crewe,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA23OGF,Crewe,18 Tonne,Out for Delivery,1,1,12,AO149386,160,08:00,17:35,Sample Mate 019
2026-09-20,SA22PGB,Crewe,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA23XBN,Crewe,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA25JZF,Crewe,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA21WJU,Crewe,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA23SZG,Crewe,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA24LFW,Crewe,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA24BGW,Crewe,18 Tonne,Out for Delivery,1,4,21,AO419159,165,06:15,17:50,Sample Mate 044
2026-09-20,SA20HDT,Crewe,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA24ZOC,Crewe,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA21WAF,Crewe,18 Tonne,VOR,0,0,0,,,,,
2026-09-20,SA19PHM,Crewe,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA23HKU,Crewe,18 Tonne,VOR,0,0,0,,,,,
2026-09-20,SA24JXK,Crewe,18 Tonne,Out for Delivery,1,0,21,AO511401,144,07:15,15:05,
2026-09-20,SA20NYE,Crewe,18 Tonne,Out for Delivery,1,1,18,AO482909,182,06:30,15:35,
2026-09-20,SA22EPR,Crewe,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA19KPE,Crewe,18 Tonne,Out for Delivery,1,1,12,AO957608,183,08:30,17:05,Sample Mate 111
2026-09-20,SA24NCV,Crewe,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA22HMV,Crewe,18 Tonne,VOR,0,0,0,,,,,
2026-09-20,SA20ELG,Crewe,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA24TDY,Crewe,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA19ACJ,Crewe,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA24BXM,Crewe,18 Tonne,VOR,0,0,0,,,,,
2026-09-20,SA19VRB,Crewe,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA21CUB,Crossgreen,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA20YCJ,Crossgreen,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA23KDV,Crossgreen,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA22RWZ,Crossgreen,18 Tonne,Out for Delivery,1,1,17,AO454773,144,07:30,18:35,
2026-09-20,SA22YLB,Crossgreen,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA19POX,Crossgreen,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA20BXX,Crossgreen,18 Tonne,VOR,0,0,0,,,,,
2026-09-20,SA19HYA,Crossgreen,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA19SSO,Crossgreen,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA23PCT,Crossgreen,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA21NFS,Crossgreen,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA20JNH,Crossgreen,18 Tonne,VOR,0,0,0,,,,,
2026-09-20,SA25XAV,Crossgreen,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA21PAJ,Crossgreen,18 Tonne,VOR,0,0,0,,,,,
2026-09-20,SA22DFO,Crossgreen,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA19SJL,Stoke,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA24FEH,Stoke,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA23ROA,Stoke,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA19SWS,Stoke,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA20BTE,Stoke,18 Tonne,Stood,0,0,0,,,,,
2026-09-20,SA25SMM,Stoke,18 Tonne,Stood,0,0,0,,,,,
2026-09-21,SA22FEL,Crewe,3.5 Tonne,Out for Delivery,1,3,12,AO883921,153,06:15,16:35,
2026-09-21,SA21BEC,Crewe,3.5 Tonne,VOR,0,0,0,,,,,
2026-09-21,SA23FNN,Crewe,3.5 Tonne,Out for Delivery,1,4,18,AO329282,199,05:45,14:05,Sample Mate 062
2026-09-21,SA21EVW,Crewe,3.5 Tonne,Out for Delivery,1,1,22,AO170547,110,08:00,17:35,Sample Mate 064
2026-09-21,SA24GSA,Crewe,3.5 Tonne,VOR,0,0,0,,,,,
2026-09-21,SA25PMJ,Crewe,3.5 Tonne,Stood,0,0,0,,,,,
2026-09-21,SA23XMW,Crewe,3.5 Tonne,VOR,0,0,0,,,,,
2026-09-21,SA24PZB,Crewe,Hi-Cube,Out for Delivery,1,1,17,AO115650,163,07:45,16:05,Sample Mate 037
2026-09-21,SA25FSF,Crewe,Hi-Cube,Out for Delivery,1,3,10,AO276723,160,06:15,16:35,Sample Mate 079
2026-09-21,SA25CZS,Crewe,Hi-Cube,Out for Delivery,1,0,21,AO428642,165,05:45,15:35,
2026-09-21,SA19MMT,Crewe,3.5 Tonne,Stood Not Utilised,0,0,0,,,,,
2026-09-21,SA21ESV,Crewe,3.5 Tonne,Out for Delivery,1,0,14,AO237550,158,07:00,17:20,
2026-09-21,SA20NSO,Crewe,3.5 Tonne,VOR,0,0,0,,,,,
2026-09-21,SA21BXZ,Crewe,3.5 Tonne,Stood Not Utilised,0,0,0,,,,,
2026-09-21,SA23UTA,Crewe,3.5 Tonne,Stood Not Utilised,0,0,0,,,,,
2026-09-21,SA23COL,Crewe,3.5 Tonne,Out for Delivery,1,0,12,AO997361,121,08:30,18:20,
2026-09-21,SA25UXO,Crewe,3.5 Tonne,Out for Delivery,1,3,17,AO959260,124,07:15,16:35,
2026-09-21,SA20RUO,Crewe,Hi-Cube,Stood Not Utilised,0,0,0,,,,,
2026-09-21,SA24SKP,Crewe,Hi-Cube,Out for Delivery,1,2,10,AO255205,177,07:15,18:05,
2026-09-21,SA19FFM,Crewe,Hi-Cube,RELOAD PT 2,1,0,14,AO405083,179,05:45,12:35,
2026-09-21,SA25YOG,Crewe,3.5 Tonne,Out for Delivery,1,2,13,AO611698,135,08:30,16:35,
2026-09-21,SA22POR,Crewe,3.5 Tonne,Out for Delivery,1,4,21,AO763637,143,06:30,13:05,
2026-09-21,SA23TKP,Crewe,3.5 Tonne,Stood Not Utilised,0,0,0,,,,,
2026-09-21,SA20PKF,Crewe,3.5 Tonne,Stood Not Utilised,0,0,0,,,,,
2026-09-21,SA22YRV,Crewe,3.5 Tonne,Stood,0,0,0,,,,,
2026-09-21,SA23SXC,Crewe,3.5 Tonne,VOR,0,0,0,,,,,
2026-09-21,SA20AFW,Crewe,3.5 Tonne,Stood,0,0,0,,,,,
2026-09-21,SA25ADF,Crewe,Hi-Cube,Out for Delivery,1,0,22,AO137151,188,08:45,18:20,Sample Mate 017
2026-09-21,SA24AMJ,Crewe,Hi-Cube,Stood Not Utilised,0,0,0,,,,,
2026-09-21,SA21FFU,Crewe,Hi-Cube,Out for Delivery,1,4,18,AO630226,196,06:30,14:20,
2026-09-21,SA21BFL,Crewe,3.5 Tonne,Out for Delivery,1,4,9,AO299579,161,08:00,16:05,Sample Mate 027
2026-09-21,SA21ESA,Crewe,3.5 Tonne,Out for Delivery,1,3,8,AO897020,175,07:15,16:20,
2026-09-21,SA24WUV,Crewe,3.5 Tonne,VOR,0,0,0,,,,,
2026-09-21,SA19RJN,Crewe,3.5 Tonne,Out for Delivery,1,0,20,AO817171,119,08:00,19:50,Sample Mate 047
2026-09-21,SA19PLZ,Crewe,3.5 Tonne,Out for Delivery,1,4,17,AO619074,108,06:45,15:05,
2026-09-21,SA25EVK,Crewe,3.5 Tonne,Out for Delivery,1,1,20,AO577385,133,05:45,14:20,Sample Mate 098
2026-09-21,SA23UHR,Crewe,3.5 Tonne,Out for Delivery,1,2,22,AO249122,126,08:45,15:20,Sample Mate 079
2026-09-21,SA25UOZ,Crewe,Hi-Cube,Out for Delivery,1,4,16,AO123176,108,08:45,18:50,
2026-09-21,SA22ZAP,Crossgreen,Hi-Cube,VOR,0,0,0,,,,,
2026-09-21,SA20ZFK,Crossgreen,Hi-Cube,RELOAD PT 2,1,1,15,AO555471,188,05:00,13:50,
2026-09-21,SA19USJ,Crossgreen,3.5 Tonne,Out for Delivery,1,0,18,AO951354,133,07:00,15:35,
2026-09-21,SA19GOU,Crossgreen,3.5 Tonne,Out for Delivery,1,3,11,AO564219,148,07:00,18:50,
2026-09-21,SA25UOT,Crossgreen,3.5 Tonne,Stood,0,0,0,,,,,
2026-09-21,SA20PRE,Crossgreen,3.5 Tonne,VOR,0,0,0,,,,,
2026-09-21,SA21AFW,Crossgreen,3.5 Tonne,Out for Delivery,1,4,13,AO719603,141,08:00,19:05,Sample Mate 114
2026-09-21,SA21JRF,Crossgreen,3.5 Tonne,Stood Not Utilised,0,0,0,,,,,
2026-09-21,SA20VRD,Crossgreen,3.5 Tonne,Out for Delivery,1,4,12,AO675678,122,05:45,15:05,
2026-09-21,SA22AHT,Crossgreen,Hi-Cube,Out for Delivery,1,3,15,AO863463,164,08:15,15:35,Sample Mate 011
2026-09-21,SA23HJE,Crossgreen,Hi-Cube,RELOAD PT 2,1,1,12,AO385749,167,06:15,13:05,
2026-09-21,SA22JOZ,Crossgreen,Hi-Cube,Out for Delivery,1,4,19,AO427630,134,05:00,13:05,Sample Mate 033
2026-09-21,SA19YDN,Crossgreen,3.5 Tonne,Out for Delivery,1,4,11,AO237010,161,07:30,17:05,Sample Mate 062
2026-09-21,SA24MMZ,Crossgreen,3.5 Tonne,Out for Delivery,1,2,20,AO883625,128,06:45,17:50,
2026-09-21,SA23ARK,Crossgreen,3.5 Tonne,Out for Delivery,1,4,14,AO444452,126,08:30,15:05,
2026-09-21,SA21XRJ,Stoke,3.5 Tonne,Out for Delivery,1,1,8,AO275833,110,06:30,14:05,
2026-09-21,SA23DRC,Stoke,3.5 Tonne,Out for Delivery,1,0,16,AO507476,139,07:30,16:05,Sample Mate 044
2026-09-21,SA23XXA,Stoke,3.5 Tonne,Out for Delivery,1,3,18,AO791820,188,08:30,17:50,
2026-09-21,SA19VAW,Stoke,3.5 Tonne,Stood Not Utilised,0,0,0,,,,,
2026-09-21,SA23YNF,Stoke,Hi-Cube,Out for Delivery,1,4,15,AO209806,177,06:00,16:20,
2026-09-21,SA21FDL,Stoke,Hi-Cube,Out for Delivery,1,4,19,AO702949,178,07:30,18:50,Sample Mate 038
2026-09-21,SA22MHK,Stoke,Hi-Cube,Out for Delivery,1,4,17,AO138302,188,06:45,17:50,Sample Mate 105
2026-09-21,SA25RNW,Stoke,3.5 Tonne,RELOAD PT 2,1,2,20,AO702286,139,07:15,18:35,Sample Mate 079
2026-09-21,SA25TSY,Stoke,3.5 Tonne,Stood Not Utilised,0,0,0,,,,,
2026-09-21,SA24NPG,Stoke,3.5 Tonne,VOR,0,0,0,,,,,
2026-09-21,SA21BRA,Stoke,3.5 Tonne,Out for Delivery,1,1,9,AO458952,198,05:15,13:35,Sample Mate 010
2026-09-21,SA25CSD,Stoke,3.5 Tonne,Out for Delivery,1,2,8,AO782167,167,06:15,17:05,Sample Mate 015
2026-09-21,SA24GWT,Stoke,3.5 Tonne,Stood,0,0,0,,,,,
2026-09-21,SA24AMN,Exeter,3.5 Tonne,Out for Delivery,1,4,8,AO187097,150,07:30,18:05,Sample Mate 059
2026-09-21,SA24SMX,Exeter,Hi-Cube,Out for Delivery,1,1,13,AO459262,118,07:45,15:20,
2026-09-21,SA24WMZ,Exeter,Hi-Cube,Out for Delivery,1,0,19,AO164925,168,06:00,17:35,
2026-09-21,SA24UFV,Exeter,Hi-Cube,Out for Delivery,1,4,20,AO299333,164,08:30,15:20,Sample Mate 070
2026-09-21,SA25WDM,Exeter,3.5 Tonne,Stood Not Utilised,0,0,0,,,,,
2026-09-21,SA19DYL,Exeter,3.5 Tonne,VOR,0,0,0,,,,,
2026-09-21,SA19OPM,Exeter,3.5 Tonne,Out for Delivery,1,4,16,AO230333,163,08:30,17:50,Sample Mate 090
2026-09-21,SA25SMG,Exeter,3.5 Tonne,VOR,0,0,0,,,,,
2026-09-21,SA25WWS,Exeter,3.5 Tonne,RELOAD PT 2,1,3,12,AO890054,101,05:45,13:05,
2026-09-21,SA23HNP,Exeter,3.5 Tonne,RELOAD PT 2,1,1,17,AO210106,148,08:45,19:35,Sample Mate 067
2026-09-21,SA19GFS,Exeter,3.5 Tonne,Out for Delivery,1,0,16,AO863916,126,07:00,16:05,Sample Mate 018
2026-09-21,SA24FJS,Exeter,Hi-Cube,Stood Not Utilised,0,0,0,,,,,
2026-09-21,SA22GUR,Coventry,Hi-Cube,Out for Delivery,1,0,15,AO217762,128,05:15,13:05,Sample Mate 076
2026-09-21,SA19YFZ,Coventry,Hi-Cube,Out for Delivery,1,0,21,AO967809,119,06:15,14:05,
2026-09-21,SA21GLC,Coventry,3.5 Tonne,Out for Delivery,1,3,22,AO292735,184,05:45,14:35,
2026-09-21,SA24SCS,Coventry,3.5 Tonne,Out for Delivery,1,4,20,AO977731,123,06:15,13:20,
2026-09-21,SA21SHH,Coventry,3.5 Tonne,Stood,0,0,0,,,,,
2026-09-21,SA25KHM,Coventry,3.5 Tonne,Out for Delivery,1,4,16,AO348546,146,05:00,14:20,
2026-09-21,SA25GSY,Coventry,3.5 Tonne,Stood Not Utilised,0,0,0,,,,,
2026-09-21,SA25XLB,Coventry,3.5 Tonne,Stood Not Utilised,0,0,0,,,,,
2026-09-21,SA19OVF,Coventry,3.5 Tonne,Out for Delivery,1,1,19,AO849714,198,07:00,14:50,Sample Mate 092
2026-09-21,SA20FYM,Coventry,Hi-Cube,Stood Not Utilised,0,0,0,,,,,
2026-09-21,SA23YCJ,Coventry,Hi-Cube,Stood,0,0,0,,,,,
2026-09-21,SA25XHM,Potters-Bar,Hi-Cube,Out for Delivery,1,4,10,AO854805,141,08:45,18:50,
2026-09-21,SA21PDJ,Potters-Bar,3.5 Tonne,Out for Delivery,1,1,19,AO946826,191,06:00,15:50,
2026-09-21,SA22YAV,Potters-Bar,3.5 Tonne,VOR,0,0,0,,,,,
2026-09-21,SA24THH,Potters-Bar,3.5 Tonne,RELOAD PT 2,1,0,18,AO943170,132,08:45,15:20,
2026-09-21,SA23LVT,Potters-Bar,3.5 Tonne,Out for Delivery,1,2,17,AO304109,175,06:00,13:50,Sample Mate 030
2026-09-21,SA19KZK,Potters-Bar,3.5 Tonne,Out for Delivery,1,3,9,AO407741,174,07:00,17:20,
2026-09-21,SA25AEV,Potters-Bar,3.5 Tonne,Out for Delivery,1,3,12,AO154926,197,07:15,14:20,Sample Mate 104
2026-09-21,SA23ZPM,Potters-Bar,3.5 Tonne,RELOAD PT 2,1,2,19,AO288841,195,05:45,13:35,
2026-09-21,SA19ACC,Potters-Bar,Hi-Cube,Out for Delivery,1,3,21,AO774642,175,06:15,16:50,Sample Mate 007
2026-09-21,SA22NVA,Potters-Bar,Hi-Cube,Out for Delivery,1,0,14,AO373484,121,06:30,15:50,
