reg,depot,vehicle_type,source_vehicle_type,make,model,ownership,fleet_group,supplier,registration_year,status,hire_lease_start_date,lease_term_months,lease_cost,weekly_hire_charge,odometer_reading,odometer_unit,inspection_due_date,inspection_frequency_weeks,mot_due_date,mot_frequency_weeks,loler_frequency_weeks,service_due_date,service_frequency_weeks,service_cost,tacho_frequency_weeks,payload_kg,fuel,gearbox_type,livery,rm_cover,telematics,telematics_provider,cctv,trailer_tracker,insurance_database,dart_charge_registered,congestion_zone_registered,merseyflow_registered,three_seater,front_tyre_size,back_tyre_size,date_added,tacho_due_date,middle_tyre_size,loler_due_date
SA22HED,Basildon,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Example Fleet Partners,2022,Active,2022-05-02,36,326,0,130750,KM,2026-11-05,6,2026-12-10,52,0,2026-11-26,12,150,104,12000,Diesel,Auto,White,1,0,,0,0,1,1,1,0,0,315/70R22.5,315/70R22.5,2022-05-02,2028-01-27,,
SA19HYL,Basildon,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Owned,Trunking Network,,2019,Active,2019-03-12,0,0,0,113500,KM,2026-10-22,6,2027-06-10,52,0,2026-10-08,12,250,104,12000,Diesel,Auto,Blue,1,1,DemoTrack,0,0,0,1,1,0,0,315/70R22.5,315/70R22.5,2019-03-12,2028-09-14,,
SA21ZEX,Basildon,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Example Fleet Partners,2021,Active,2021-10-23,60,330,0,92000,KM,2026-10-01,6,2027-03-25,52,0,2026-10-08,12,0,104,12000,Diesel,Auto,Green / Sample Branding,1,0,,0,0,1,1,0,0,0,315/70R22.5,315/70R22.5,2021-10-23,2027-03-04,,
SA23NXV,Basildon,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Owned,Trunking Network,,2023,Active,2023-06-19,0,0,0,193750,KM,2026-10-08,6,2027-06-10,52,0,2026-10-15,12,650,104,12000,Diesel,Auto,White / Sample Branding,1,1,SampleConnect,0,0,0,1,1,1,0,315/70R22.5,315/70R22.5,2023-06-19,2027-06-17,,
SA19ELN,Basildon,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Demo Hire Services,2019,Active,2019-02-11,36,297,0,200250,KM,2026-10-01,6,2027-09-02,52,0,2026-12-17,12,150,104,12000,Diesel,Auto,White,0,1,DemoTrack,1,0,0,1,0,1,0,315/70R22.5,315/70R22.5,2019-02-11,2028-03-23,,
SA20JTF,Basildon,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Hire,Trunking Network,Example Fleet Partners,2020,Active,2020-12-13,0,0,650,70750,KM,2026-10-01,6,2027-04-08,52,0,2026-12-10,12,0,104,12000,Diesel,Auto,Blue,1,0,,0,0,1,1,1,1,0,315/70R22.5,315/70R22.5,2020-12-13,2027-10-28,,
SA24XSM,Outside HDV Network,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Demo Hire Services,2024,Active,2024-04-07,60,214,0,66250,KM,2026-10-22,6,2027-02-25,52,0,2026-12-10,12,250,104,12000,Diesel,Auto,White / Sample Branding,1,1,FleetExample,0,0,0,1,1,1,0,315/70R22.5,315/70R22.5,2024-04-07,2028-08-31,,
SA23HUO,Outside HDV Network,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Hire,Trunking Network,Demo Hire Services,2023,Active,2023-09-12,0,0,145,125500,KM,2026-10-08,6,2027-07-01,52,0,2026-10-22,12,400,104,12000,Diesel,Auto,Blue,0,0,,1,0,1,1,0,1,0,315/70R22.5,315/70R22.5,2023-09-12,2028-07-06,,
SA19XPE,Outside HDV Network,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Hire,Trunking Network,Demo Hire Services,2019,Active,2019-09-11,0,0,650,199250,KM,2026-10-08,6,2027-04-15,52,0,2026-12-17,12,0,104,12000,Diesel,Auto,Blue,1,1,SampleConnect,1,0,0,1,1,0,0,315/70R22.5,315/70R22.5,2019-09-11,2027-09-16,,
SA25EZB,Outside HDV Network,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Example Fleet Partners,2025,Active,2025-04-01,60,320,0,40750,KM,2026-10-08,6,2026-11-26,52,0,2026-11-19,12,400,104,12000,Diesel,Auto,Blue,0,1,FleetExample,0,0,1,0,1,1,0,315/70R22.5,315/70R22.5,2025-04-01,2025-02-20,,
SA24YCP,Fareham,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Hire,Trunking Network,Example Fleet Partners,2024,Active,2024-04-25,0,0,145,195250,KM,2026-10-22,6,2025-11-27,52,0,2026-12-17,12,650,104,12000,Diesel,Auto,Blue,1,0,,1,0,1,1,0,1,0,315/70R22.5,315/70R22.5,2024-04-25,2028-01-27,,
SA25BAN,Fareham,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Hire,Trunking Network,Demo Hire Services,2025,Active,2025-10-01,0,0,650,236750,KM,2026-10-22,6,2027-08-05,52,0,2026-12-03,12,150,104,12000,Diesel,Auto,Green / Sample Branding,0,0,,1,0,0,0,1,0,0,315/70R22.5,315/70R22.5,2025-10-01,2026-12-24,,
SA22XZO,Fareham,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Example Fleet Partners,2022,Active,2022-03-26,60,191,0,140500,KM,2026-10-29,6,2026-12-03,52,0,2026-10-15,12,0,104,12000,Diesel,Auto,White,0,0,,0,0,0,1,1,0,0,315/70R22.5,315/70R22.5,2022-03-26,2026-11-05,,
SA19KHR,Fareham,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Demo Hire Services,2019,Active,2019-05-01,48,554,0,199500,KM,2026-11-05,6,2027-02-04,52,0,2026-10-08,12,650,104,12000,Diesel,Auto,White / Sample Branding,0,0,,1,0,1,1,0,1,0,315/70R22.5,315/70R22.5,2019-05-01,2027-07-08,,
SA23AMU,Avonmouth,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Demo Hire Services,2023,Active,2023-08-20,48,365,0,24250,KM,2026-10-01,6,2027-05-20,52,0,2026-11-19,12,250,104,12000,Diesel,Auto,White / Sample Branding,1,1,SampleConnect,0,0,1,1,0,1,0,315/70R22.5,315/70R22.5,2023-08-20,2028-01-20,,
SA25JAO,Avonmouth,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Example Fleet Partners,2025,Active,2025-11-19,48,381,0,143500,KM,2026-10-01,6,2027-06-24,52,0,2026-10-01,12,400,104,12000,Diesel,Auto,White,0,0,,1,0,0,1,0,0,0,315/70R22.5,315/70R22.5,2025-11-19,2027-08-19,,
SA19MZT,Avonmouth,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Example Fleet Partners,2019,Active,2019-12-16,36,457,0,32250,KM,2026-10-15,6,2026-11-12,52,0,2026-09-10,12,250,104,12000,Diesel,Auto,White,0,1,FleetExample,1,0,0,1,1,1,0,315/70R22.5,315/70R22.5,2019-12-16,2027-05-20,,
SA24ZMS,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Example Fleet Partners,2024,Active,2024-02-01,36,428,0,16250,KM,2026-08-27,6,2027-02-25,52,0,2026-11-05,12,650,104,12000,Diesel,Auto,Blue,0,1,DemoTrack,0,0,1,1,0,0,0,315/70R22.5,315/70R22.5,2024-02-01,2027-01-14,,
SA25RBC,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Hire,Trunking Network,Example Fleet Partners,2025,VOR,2025-09-10,0,0,145,28500,KM,2026-10-15,6,2027-06-03,52,0,2026-10-08,12,400,104,12000,Diesel,Auto,Blue,0,1,FleetExample,1,0,0,1,1,0,0,315/70R22.5,315/70R22.5,2025-09-10,2028-03-23,,
SA21YGL,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Owned,Trunking Network,,2021,Active,2021-06-25,0,0,0,20750,KM,2026-10-22,6,2027-05-13,52,0,2026-10-01,12,650,104,12000,Diesel,Auto,Blue,1,0,,0,0,0,0,0,1,0,315/70R22.5,315/70R22.5,2021-06-25,2028-02-03,,
SA19CCZ,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Hire,Trunking Network,Demo Hire Services,2019,Active,2019-11-08,0,0,145,134250,KM,2026-10-08,6,2027-05-20,52,0,2026-10-08,12,650,104,12000,Diesel,Auto,White / Sample Branding,1,0,,0,0,1,1,0,1,0,315/70R22.5,315/70R22.5,2019-11-08,2028-07-20,,
SA25YUN,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Lease,Trunking Network,Sample Leasing Ltd,2025,Active,2025-12-08,24,269,0,154000,KM,2026-10-01,6,2027-09-09,52,0,2026-11-19,12,650,104,12000,Diesel,Auto,White,0,0,,1,0,1,0,0,1,0,315/70R22.5,315/70R22.5,2025-12-08,2027-02-25,,
SA25DTR,Crewe,Tractor Unit,Tractor Unit,Demo Trucks,TX 500,Owned,Trunking Network,,2025,Active,2025-04-11,0,0,0,31500,KM,2026-11-05,6,2027-07-29,52,0,2026-10-15,12,0,104,12000,Diesel,Auto,Green / Sample Branding,1,1,DemoTrack,1,0,1,1,0,1,0,315/70R22.5,315/70R22.5,2025-04-11,2027-06-03,,
SA24VPW,Crewe,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Hire,Delivery Fleet,Demo Hire Services,2024,Active,2024-08-26,0,0,650,36750,KM,2026-10-22,6,2027-04-01,52,0,2026-11-26,12,150,104,9000,Diesel,Auto,White / Sample Branding,0,0,,0,0,1,1,0,0,1,295/80R22.5,295/80R22.5,2024-08-26,2026-10-01,295/80R22.5,
SA19DSG,Crewe,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Hire,Delivery Fleet,Illustration Rentals,2019,Active,2019-12-16,0,0,650,33500,KM,2026-10-15,6,2027-01-21,52,0,2026-11-05,12,650,104,9000,Diesel,Auto,Green / Sample Branding,0,1,FleetExample,1,0,1,1,1,1,1,295/80R22.5,295/80R22.5,2019-12-16,2027-08-05,295/80R22.5,
SA24SHG,Crewe,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Example Fleet Partners,2024,Active,2024-12-25,24,394,0,237250,KM,2026-10-29,6,2027-09-02,52,0,2026-10-15,12,650,104,9000,Diesel,Auto,Green / Sample Branding,0,1,DemoTrack,0,0,0,1,0,1,0,295/80R22.5,295/80R22.5,2024-12-25,2027-07-08,295/80R22.5,
SA23MDE,Crewe,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Hire,Delivery Fleet,Illustration Rentals,2023,Active,2023-04-27,0,0,145,171250,KM,2026-10-08,6,2027-07-29,52,0,2026-10-08,12,0,104,9000,Diesel,Auto,Blue,0,0,,1,0,0,1,0,0,1,295/80R22.5,295/80R22.5,2023-04-27,2027-11-25,295/80R22.5,
SA25ZDT,Crewe,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Example Fleet Partners,2025,Active,2025-07-25,24,218,0,68250,KM,2026-11-05,6,2027-05-06,52,0,2026-11-05,12,150,104,9000,Diesel,Auto,Silver,0,1,SampleConnect,0,0,1,1,0,1,1,295/80R22.5,295/80R22.5,2025-07-25,2026-11-05,295/80R22.5,
SA23SWO,Crewe,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Illustration Rentals,2023,Active,2023-08-17,36,188,0,98000,KM,2026-10-22,6,2027-05-06,52,0,2026-10-15,12,250,104,9000,Diesel,Auto,White / Sample Branding,0,0,,0,0,1,1,0,0,0,295/80R22.5,295/80R22.5,2023-08-17,2027-03-11,295/80R22.5,
SA24RVH,Crewe,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Example Fleet Partners,2024,Active,2024-11-24,48,483,0,226500,KM,2026-10-22,6,2027-06-10,52,0,2026-11-12,12,0,104,9000,Diesel,Auto,White / Sample Branding,1,1,DemoTrack,0,0,0,1,1,0,0,295/80R22.5,295/80R22.5,2024-11-24,2024-10-24,295/80R22.5,
SA20NEV,Crewe,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Hire,Delivery Fleet,Example Fleet Partners,2020,Active,2020-10-18,0,0,650,204000,KM,2026-10-22,6,2026-07-09,52,0,2026-12-10,12,150,104,9000,Diesel,Auto,Blue,0,0,,1,0,0,0,1,0,1,295/80R22.5,295/80R22.5,2020-10-18,2028-05-25,295/80R22.5,
SA21XVA,Crewe,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Demo Hire Services,2021,Active,2021-06-17,48,227,0,231250,KM,2026-10-01,6,2027-09-09,52,0,2026-10-22,12,400,104,9000,Diesel,Auto,White,0,0,,0,0,1,0,1,0,1,295/80R22.5,295/80R22.5,2021-06-17,2027-01-28,295/80R22.5,
SA22LYH,Crewe,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Example Fleet Partners,2022,Active,2022-04-25,60,325,0,188750,KM,2026-10-22,6,2026-10-15,52,0,2026-12-10,12,150,104,9000,Diesel,Auto,Blue,1,1,SampleConnect,1,0,0,1,0,0,0,295/80R22.5,295/80R22.5,2022-04-25,2028-01-13,295/80R22.5,
SA21JTW,Crewe,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Hire,Delivery Fleet,Sample Leasing Ltd,2021,Active,2021-02-07,0,0,145,52000,KM,2026-10-29,6,2027-02-04,52,0,2026-12-17,12,150,104,9000,Diesel,Auto,Blue,1,0,,1,0,1,1,1,0,1,295/80R22.5,295/80R22.5,2021-02-07,2026-11-19,295/80R22.5,
SA21XVX,Crewe,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Sample Leasing Ltd,2021,Active,2021-12-25,24,484,0,103750,KM,2026-10-22,6,2026-12-24,52,0,2026-10-29,12,400,104,9000,Diesel,Auto,White,1,0,,1,0,1,0,0,0,1,295/80R22.5,295/80R22.5,2021-12-25,2028-03-02,295/80R22.5,
SA23RCF,Crewe,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Example Fleet Partners,2023,Active,2023-09-03,60,497,0,143000,KM,2026-10-29,6,2026-10-01,52,0,2026-12-03,12,650,104,9000,Diesel,Auto,White / Sample Branding,1,1,FleetExample,1,0,0,1,1,0,1,295/80R22.5,295/80R22.5,2023-09-03,2028-06-29,295/80R22.5,
SA25RMO,Crewe,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Demo Hire Services,2025,Active,2025-02-16,24,427,0,70250,KM,2026-10-22,6,2027-08-19,52,0,2026-09-17,12,650,104,9000,Diesel,Auto,Silver,1,0,,0,0,0,1,1,0,1,295/80R22.5,295/80R22.5,2025-02-16,2027-04-29,295/80R22.5,
SA24LJW,Crewe,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Hire,Delivery Fleet,Example Fleet Partners,2024,Active,2024-07-07,0,0,145,103750,KM,2026-08-27,6,2027-03-25,52,0,2026-12-03,12,650,104,9000,Diesel,Auto,Silver,1,0,,0,0,0,1,1,0,1,295/80R22.5,295/80R22.5,2024-07-07,2027-09-02,295/80R22.5,
SA20OWC,Crewe,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Example Fleet Partners,2020,Active,2020-09-17,60,559,0,213250,KM,2026-10-01,6,2027-08-12,52,0,2026-11-26,12,150,104,9000,Diesel,Auto,White / Sample Branding,0,0,,0,0,1,1,1,0,1,295/80R22.5,295/80R22.5,2020-09-17,2027-01-21,295/80R22.5,
SA19DBD,Crewe,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Sample Leasing Ltd,2019,Active,2019-01-06,24,519,0,198250,KM,2026-10-01,6,2026-12-03,52,0,2026-10-08,12,150,104,9000,Diesel,Auto,Green / Sample Branding,1,0,,0,0,1,1,1,1,1,295/80R22.5,295/80R22.5,2019-01-06,2027-03-04,295/80R22.5,
SA24LDP,Crewe,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Owned,Delivery Fleet,,2024,Active,2024-11-20,0,0,0,109000,KM,2026-11-05,6,2026-11-12,52,0,2026-10-08,12,150,104,9000,Diesel,Auto,White / Sample Branding,1,1,FleetExample,1,0,0,1,0,0,1,295/80R22.5,295/80R22.5,2024-11-20,2026-11-19,295/80R22.5,
SA23KXZ,Crewe,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Sample Leasing Ltd,2023,Active,2023-11-19,36,321,0,179250,KM,2026-10-29,6,2027-03-25,52,0,2026-12-03,12,150,104,9000,Diesel,Auto,Silver,0,1,DemoTrack,0,0,1,1,1,0,1,295/80R22.5,295/80R22.5,2023-11-19,2026-11-12,295/80R22.5,
SA21ODB,Crewe,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Sample Leasing Ltd,2021,VOR,2021-01-17,48,338,0,11000,KM,2026-10-22,6,2027-04-08,52,0,2026-11-19,12,0,104,9000,Diesel,Auto,White,0,1,DemoTrack,1,0,1,1,0,0,1,295/80R22.5,295/80R22.5,2021-01-17,2028-06-29,295/80R22.5,
SA24FBZ,Crewe,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Hire,Delivery Fleet,Illustration Rentals,2024,Active,2024-11-26,0,0,650,33750,KM,2026-10-01,6,2027-02-11,52,0,2026-11-26,12,150,104,9000,Diesel,Auto,White / Sample Branding,1,1,FleetExample,1,0,0,1,1,0,1,295/80R22.5,295/80R22.5,2024-11-26,2026-12-17,295/80R22.5,
SA21TMJ,Crewe,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Example Fleet Partners,2021,Active,2021-08-07,36,182,0,138250,KM,2026-10-01,6,2026-12-31,52,0,2026-10-29,12,250,104,9000,Diesel,Auto,Green / Sample Branding,1,0,,0,0,1,1,1,0,1,295/80R22.5,295/80R22.5,2021-08-07,2027-09-30,295/80R22.5,
SA24HBV,Crewe,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Hire,Delivery Fleet,Example Fleet Partners,2024,Active,2024-07-04,0,0,650,94250,KM,2026-10-01,6,2027-07-08,52,0,2026-11-19,12,250,104,9000,Diesel,Auto,Silver,0,0,,0,0,0,1,0,0,1,295/80R22.5,295/80R22.5,2024-07-04,2027-11-11,295/80R22.5,
SA24OKB,Crewe,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Hire,Delivery Fleet,Demo Hire Services,2024,Active,2024-04-20,0,0,650,110000,KM,2026-10-08,6,2026-10-15,52,0,2026-11-19,12,650,104,9000,Diesel,Auto,Blue,1,0,,1,0,0,1,1,0,0,295/80R22.5,295/80R22.5,2024-04-20,2027-09-02,295/80R22.5,
SA24VYR,Crewe,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Example Fleet Partners,2024,Active,2024-12-25,36,436,0,44750,KM,2026-10-22,6,2027-02-18,52,0,2026-11-19,12,650,104,9000,Diesel,Auto,White / Sample Branding,0,1,FleetExample,0,0,1,1,1,0,1,295/80R22.5,295/80R22.5,2024-12-25,2028-06-22,295/80R22.5,
SA24MCW,Crewe,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Demo Hire Services,2024,Active,2024-04-22,24,312,0,136000,KM,2026-10-29,6,2027-01-07,52,0,2026-10-22,12,650,104,9000,Diesel,Auto,Blue,1,1,SampleConnect,0,0,1,1,0,0,1,295/80R22.5,295/80R22.5,2024-04-22,2026-12-31,295/80R22.5,
SA20RLP,Crewe,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Example Fleet Partners,2020,Active,2020-10-28,48,547,0,228250,KM,2026-10-01,6,2027-07-22,52,0,2026-12-17,12,150,104,9000,Diesel,Auto,Green / Sample Branding,0,0,,0,0,0,0,0,0,1,295/80R22.5,295/80R22.5,2020-10-28,2024-10-24,295/80R22.5,
SA19CBG,Crewe,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Owned,Delivery Fleet,,2019,Active,2019-01-22,0,0,0,205250,KM,2026-10-15,6,2025-11-06,52,0,2026-11-12,12,150,104,9000,Diesel,Auto,Green / Sample Branding,1,1,DemoTrack,1,0,1,1,0,0,0,295/80R22.5,295/80R22.5,2019-01-22,2026-12-10,295/80R22.5,
SA19PMX,Crewe,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Sample Leasing Ltd,2019,Active,2019-04-16,60,407,0,67500,KM,2026-11-05,6,2027-03-04,52,0,2026-10-29,12,0,104,9000,Diesel,Auto,Silver,1,1,SampleConnect,1,0,0,0,1,0,1,295/80R22.5,295/80R22.5,2019-04-16,2026-10-01,295/80R22.5,
SA21LXC,Crewe,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Demo Hire Services,2021,VOR,2021-04-03,60,203,0,189750,KM,2026-10-15,6,2026-11-05,52,0,2026-10-15,12,250,104,9000,Diesel,Auto,Blue,0,1,DemoTrack,1,0,1,1,0,1,1,295/80R22.5,295/80R22.5,2021-04-03,2028-06-01,295/80R22.5,
SA25TBJ,Crewe,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Example Fleet Partners,2025,VOR,2025-02-11,60,203,0,40750,KM,2026-10-08,6,2027-03-11,52,0,2026-11-26,12,150,104,9000,Diesel,Auto,White / Sample Branding,0,1,DemoTrack,0,0,0,1,1,1,1,295/80R22.5,295/80R22.5,2025-02-11,2028-03-30,295/80R22.5,
SA22PJY,Crewe,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Owned,Delivery Fleet,,2022,VOR,2022-06-17,0,0,0,48500,KM,2026-10-08,6,2027-07-08,52,0,2026-10-01,12,250,104,9000,Diesel,Auto,Blue,1,1,DemoTrack,1,0,1,0,0,1,1,295/80R22.5,295/80R22.5,2022-06-17,2028-03-02,295/80R22.5,
SA21TOM,Crossgreen,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Illustration Rentals,2021,VOR,2021-12-03,36,387,0,121500,KM,2026-10-15,6,2026-10-01,52,0,2026-12-17,12,150,104,9000,Diesel,Auto,White,0,1,SampleConnect,0,0,0,0,1,1,1,295/80R22.5,295/80R22.5,2021-12-03,2027-12-23,295/80R22.5,
SA24KJN,Crossgreen,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Sample Leasing Ltd,2024,Active,2024-02-18,48,406,0,7250,KM,2026-10-15,6,2027-07-29,52,0,2026-09-17,12,0,104,9000,Diesel,Auto,Silver,1,0,,1,0,0,1,1,0,1,295/80R22.5,295/80R22.5,2024-02-18,2027-07-29,295/80R22.5,
SA21KTM,Crossgreen,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Hire,Delivery Fleet,Sample Leasing Ltd,2021,Active,2021-03-13,0,0,650,14000,KM,2026-08-27,6,2027-06-17,52,0,2026-10-01,12,650,104,9000,Diesel,Auto,White,1,1,FleetExample,0,0,1,1,1,1,1,295/80R22.5,295/80R22.5,2021-03-13,2026-12-17,295/80R22.5,
SA23NYF,Crossgreen,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Demo Hire Services,2023,VOR,2023-06-09,36,214,0,9250,KM,2026-10-29,6,2027-07-22,52,0,2026-10-01,12,250,104,9000,Diesel,Auto,Silver,1,0,,0,0,1,1,1,0,1,295/80R22.5,295/80R22.5,2023-06-09,2028-03-16,295/80R22.5,
SA21VPR,Crossgreen,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Owned,Delivery Fleet,,2021,Active,2021-03-22,0,0,0,40750,KM,2026-10-01,6,2026-12-24,52,0,2026-10-22,12,650,104,9000,Diesel,Auto,White,0,0,,0,0,1,1,1,1,1,295/80R22.5,295/80R22.5,2021-03-22,2026-10-22,295/80R22.5,
SA19UCD,Crossgreen,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Illustration Rentals,2019,VOR,2019-10-14,60,516,0,232500,KM,2026-10-15,6,2026-10-22,52,0,2026-12-03,12,650,104,9000,Diesel,Auto,Silver,0,1,FleetExample,0,0,1,0,0,1,0,295/80R22.5,295/80R22.5,2019-10-14,2027-05-13,295/80R22.5,
SA19KFZ,Crossgreen,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Owned,Delivery Fleet,,2019,Active,2019-06-11,0,0,0,17750,KM,2026-10-29,6,2027-08-12,52,0,2026-12-17,12,150,104,9000,Diesel,Auto,White,1,0,,0,0,1,1,1,0,1,295/80R22.5,295/80R22.5,2019-06-11,2027-11-25,295/80R22.5,
SA22PNW,Crossgreen,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Owned,Delivery Fleet,,2022,Active,2022-05-04,0,0,0,118000,KM,2026-10-01,6,2026-10-15,52,0,2026-11-05,12,650,104,9000,Diesel,Auto,Silver,1,0,,1,0,0,1,1,0,1,295/80R22.5,295/80R22.5,2022-05-04,2028-07-27,295/80R22.5,
SA20GGO,Crossgreen,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Hire,Delivery Fleet,Demo Hire Services,2020,Active,2020-02-28,0,0,145,94250,KM,2026-10-01,6,2027-06-03,52,0,2026-11-26,12,150,104,9000,Diesel,Auto,Silver,0,0,,0,0,1,1,1,0,0,295/80R22.5,295/80R22.5,2020-02-28,2028-09-21,295/80R22.5,
SA24KNV,Crossgreen,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Owned,Delivery Fleet,,2024,Active,2024-12-17,0,0,0,41250,KM,2026-11-05,6,2026-12-31,52,0,2026-10-15,12,0,104,9000,Diesel,Auto,White / Sample Branding,1,1,SampleConnect,1,0,0,0,0,1,1,295/80R22.5,295/80R22.5,2024-12-17,2026-11-05,295/80R22.5,
SA23UJX,Crossgreen,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Owned,Delivery Fleet,,2023,Active,2023-01-25,0,0,0,49250,KM,2026-10-15,6,2027-07-01,52,0,2026-12-10,12,150,104,9000,Diesel,Auto,Blue,1,0,,0,0,1,1,1,1,1,295/80R22.5,295/80R22.5,2023-01-25,2027-04-01,295/80R22.5,
SA24ZDJ,Crossgreen,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Example Fleet Partners,2024,Active,2024-04-06,48,492,0,174500,KM,2026-10-08,6,2027-05-13,52,0,2026-10-15,12,0,104,9000,Diesel,Auto,White,0,0,,0,0,1,1,0,1,1,295/80R22.5,295/80R22.5,2024-04-06,2027-02-11,295/80R22.5,
SA24CYO,Crossgreen,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Lease,Delivery Fleet,Example Fleet Partners,2024,VOR,2024-02-11,24,240,0,155000,KM,2026-10-01,6,2027-07-08,52,0,2026-10-22,12,150,104,9000,Diesel,Auto,White,0,0,,0,0,0,1,1,1,0,295/80R22.5,295/80R22.5,2024-02-11,2028-09-14,295/80R22.5,
SA19GCZ,Crossgreen,18 Tonne,Rigid Truck,Sample Commercial,Rigid 18T,Hire,Delivery Fleet,Example Fleet Partners,2019,Active,2019-06-09,0,0,145,104500,KM,2026-10-08,6,2027-09-23,52,0,2026-11-05,12,400,104,9000,Diesel,Auto,White,0,1,SampleConnect,1,0,0,1,1,1,0,295/80R22.5,295/80R22.5,2019-06-09,2027-12-30,295/80R22.5,
